x1,x1_mean,condition,binchoice,bincorrect,x2,x2_mean,xavg,estim,binrt,subj,x1_relative,x2_relative
54.5,2,0,NaN,0,46.75,3,50.625,50,5.51528077798469,16,4.5,-3.25
47.25,3,0,NaN,0,45.375,3,46.3125,53,2.71572042209808,16,-2.75,-4.625
53.125,2,0,NaN,0,40.75,4,46.9375,48,4.53209219946203,16,3.125,-9.25
44.375,3,1,-1,1,50.125,2,47.25,52,4.46541593213325,16,-5.625,0.125
48.25,3,1,-1,1,44.625,3,46.4375,49,3.2322592178771,16,-1.75,-5.375
55.125,2,0,NaN,0,38.25,4,46.6875,51,4.38208781295262,16,5.125,-11.75
48.5,3,0,NaN,0,57.375,1,52.9375,53,4.13214185805918,16,-1.5,7.375
50.25,2,0,NaN,0,58,1,54.125,54,3.91551417339127,16,0.25,8
50.625,2,0,NaN,0,61.875,1,56.25,53,2.54907345334161,16,0.625,11.875
45,3,0,NaN,0,42.875,4,43.9375,48,5.46528350920753,16,-5,-7.125
46.125,3,0,NaN,0,44.125,3,45.125,46,3.36558593006414,16,-3.875,-5.875
47.25,3,1,-1,1,59.875,1,53.5625,51,4.26547519139251,16,-2.75,9.875
47.25,3,1,1,0,46.375,3,46.8125,54,4.56539954479619,16,-2.75,-3.625
46.625,3,1,-1,1,45.25,3,45.9375,52,6.73175054831368,16,-3.375,-4.75
50.375,2,0,NaN,0,47.25,3,48.8125,48,7.23167225325885,16,0.375,-2.75
47.875,3,1,1,0,47.625,3,47.75,47,4.26544374094765,16,-2.125,-2.375
46.625,3,1,1,0,44.125,3,45.375,52,3.465588412994,16,-3.375,-5.875
47.5,3,0,NaN,0,38.5,4,43,41,3.73220873163666,16,-2.5,-11.5
44.625,3,0,NaN,0,57.25,1,50.9375,53,3.39894260293813,16,-5.375,7.25
53.875,2,1,1,1,50.625,2,52.25,56,3.14896552865715,16,3.875,0.625
55.125,2,0,NaN,0,45.25,3,50.1875,45,5.5319432236706,16,5.125,-4.75
53.625,2,0,NaN,0,46.625,3,50.125,44,7.53162673287813,16,3.625,-3.375
54.5,2,0,NaN,0,57.875,1,56.1875,51,3.1822702255328,16,4.5,7.875
46.625,3,0,NaN,0,58.5,1,52.5625,53,3.91551119387544,16,-3.375,8.5
47,3,0,NaN,0,46.125,3,46.5625,46,5.94854905855576,16,-3,-3.875
54,2,1,1,1,60.75,1,57.375,55,2.39906012828471,16,4,10.75
53.5,2,0,NaN,0,48,3,50.75,53,3.96551409062694,16,3.5,-2
47.375,3,0,NaN,0,37.5,4,42.4375,40,3.24895708669563,16,-2.625,-12.5
45.5,3,1,-1,1,58.25,1,51.875,53,3.94886223877509,16,-4.5,8.25
45.5,3,0,NaN,0,53.25,2,49.375,53,1.94914860335196,16,-4.5,3.25
53.875,2,1,1,1,59.625,1,56.75,56,1.76585375543141,16,3.875,9.625
51.75,2,1,1,1,48.25,3,50,50,2.63237012207738,16,1.75,-1.75
48.25,3,1,-1,1,60.5,1,54.375,55,2.01580732464308,16,-1.75,10.5
52.875,2,0,NaN,0,41,4,46.9375,51,3.14895692116698,16,2.875,-9
46.25,3,0,NaN,0,54.875,2,50.5625,50,3.71553536105938,16,-3.75,4.875
50.375,2,1,1,1,48,3,49.1875,49,6.2984590937306,16,0.375,-2
44.875,3,1,-1,1,54,2,49.4375,46,2.64901237326712,16,-5.125,4
51.125,2,0,NaN,0,46.5,3,48.8125,51,7.44830424167184,16,1.125,-3.5
46,3,0,NaN,0,62,1,54,50,5.6819102007035,16,-4,12
46.875,3,0,NaN,0,60,1,53.4375,51,5.23199337885371,16,-3.125,10
54.5,2,0,NaN,0,42.375,4,48.4375,56,5.21531073867163,16,4.5,-7.625
52.875,2,0,NaN,0,55.25,2,54.0625,57,2.7656822677426,16,2.875,5.25
53.875,2,0,NaN,0,41.125,4,47.5,44,2.99897670184151,16,3.875,-8.875
52.125,2,1,-1,0,54,2,53.0625,56,5.03202019449617,16,2.125,4
51.5,2,0,NaN,0,61.25,1,56.375,54,7.48163409890337,16,1.5,11.25
54.375,2,1,1,1,52,2,53.1875,53,2.44908553693358,16,4.375,2
46.625,3,0,NaN,0,54.75,2,50.6875,51,4.31546352162218,16,-3.375,4.75
48.125,3,1,1,0,57.25,1,52.6875,51,5.84855617628802,16,-1.875,7.25
45.125,3,0,NaN,0,39,4,42.0625,46,2.68232269811711,16,-4.875,-11
47.75,3,0,NaN,0,44.25,3,46,47,2.34908073660252,16,-2.25,-5.75
55,2,1,1,1,61.125,1,58.0625,53,5.91520297951583,16,5,11.125
51.875,2,0,NaN,0,57.125,1,54.5,52,2.68237169459963,16,1.875,7.125
47.375,3,1,1,0,61.875,1,54.625,58,3.91552476722533,16,-2.625,11.875
46.625,3,1,1,0,61.625,1,54.125,55,2.6823617628802,16,-3.375,11.625
46.125,3,1,1,0,46.25,3,46.1875,57,4.24879685495551,16,-3.875,-3.75
52,2,0,NaN,0,46.5,3,49.25,48,4.86536759776536,16,2,-3.5
45.875,3,1,-1,1,46,3,45.9375,42,2.34909530312435,16,-4.125,-4
54.375,2,0,NaN,0,47.875,3,51.125,46,2.93231102834678,16,4.375,-2.125
45.875,3,0,NaN,0,61.125,1,53.5,53,3.33224912062901,16,-4.125,11.125
44.875,3,1,-1,1,60.875,1,52.875,53,4.23209402027726,16,-5.125,10.875
47.75,3,0,NaN,0,59.625,1,53.6875,58,2.48242267742603,16,-2.25,9.625
50.5,2,0,NaN,0,57.25,1,53.875,47,2.78234007862611,16,0.5,7.25
54.375,2,1,-1,0,52.5,2,53.4375,46,3.4155878336437,16,4.375,2.5
46.125,3,1,-1,1,58.625,1,52.375,51,2.31575683840265,16,-3.875,8.625
47.5,3,0,NaN,0,39.5,4,43.5,46,3.31559064763087,16,-2.5,-10.5
51.125,2,1,-1,0,45.625,3,48.375,47,4.08202242913304,16,1.125,-4.375
44.25,3,1,-1,1,45.875,3,45.0625,57,2.61572555348645,16,-5.75,-4.125
50.5,2,1,-1,0,62.25,1,56.375,52,4.89870043451273,16,0.5,12.25
51.75,2,1,1,1,60.5,1,56.125,56,2.83235456238361,16,1.75,10.5
45.5,3,0,NaN,0,42.375,4,43.9375,45,3.03232542933995,16,-4.5,-7.625
55.25,2,1,1,1,55.375,2,55.3125,49,9.48132952617422,16,5.25,5.375
51.5,2,0,NaN,0,47.75,3,49.625,48,4.19881018001241,16,1.5,-2.25
53.125,2,-1,1,1,40.625,4,46.875,NaN,2.09333125245757,17,3.125,-9.375
55.25,2,-1,1,1,42.25,4,48.75,NaN,2.3663163704332,17,5.25,-7.75
50.75,2,-1,-1,0,46.625,3,48.6875,NaN,0.869400424417108,17,0.75,-3.375
45.875,3,-1,-1,1,45.75,3,45.8125,NaN,1.47134321811609,17,-4.125,-4.25
47.75,3,-1,-1,1,52.125,2,49.9375,NaN,1.26499741151929,17,-2.25,2.125
52.625,2,-1,-1,0,58.375,1,55.5,NaN,2.42783635971136,17,2.625,8.375
50.625,2,-1,-1,0,50.5,2,50.5625,NaN,1.60085979104042,17,0.625,0.5
53.625,2,-1,1,1,46.5,3,50.0625,NaN,1.59362664143555,17,3.625,-3.5
47.375,3,-1,-1,1,58.25,1,52.8125,NaN,1.18969300203025,17,-2.625,8.25
52.125,2,-1,-1,0,48.75,3,50.4375,NaN,1.29375263303518,17,2.125,-1.25
54.125,2,-1,1,1,44.5,3,49.3125,NaN,1.84439528710209,17,4.125,-5.5
47.5,3,-1,-1,1,41.5,4,44.5,NaN,0.864826992386952,17,-2.5,-8.5
51.25,2,-1,1,1,45.75,3,48.5,NaN,1.19439182570204,17,1.25,-4.25
54.875,2,-1,1,1,58.125,1,56.5,NaN,2.28144883364439,17,4.875,8.125
50.25,2,-1,1,1,58,1,54.125,NaN,1.36387442983687,17,0.25,8
50.875,2,-1,-1,0,42.375,4,46.625,NaN,2.64485702873208,17,0.875,-7.625
46.25,3,-1,-1,1,46.625,3,46.4375,NaN,2.29538507177494,17,-3.75,-3.375
46.5,3,-1,1,0,47.5,3,47,NaN,1.31352426926605,17,-3.5,-2.5
47.125,3,-1,-1,1,60.875,1,54,NaN,1.0874712432269,17,-2.875,10.875
54,2,-1,-1,0,62.375,1,58.1875,NaN,0.584939560387284,17,4,12.375
46.875,3,-1,-1,1,60,1,53.4375,NaN,0.56015619658865,17,-3.125,10
48.5,3,-1,-1,1,59.375,1,53.9375,NaN,1.90366018353961,17,-1.5,9.375
48.625,3,-1,-1,1,48.5,3,48.5625,NaN,0.772187304450199,17,-1.375,-1.5
52.875,2,-1,-1,0,62.875,1,57.875,NaN,3.06911326688714,17,2.875,12.875
50.75,2,-1,-1,0,51.75,2,51.25,NaN,0.913803110364825,17,0.75,1.75
48.625,3,-1,1,0,62.375,1,55.5,NaN,1.71785811008886,17,-1.375,12.375
47,3,-1,-1,1,39.875,4,43.4375,NaN,2.01543151703663,17,-3,-10.125
52.5,2,-1,1,1,58.25,1,55.375,NaN,0.944944132585078,17,2.5,8.25
54.625,2,-1,-1,0,57.75,1,56.1875,NaN,1.26644708798267,17,4.625,7.75
53.75,2,-1,-1,0,59.875,1,56.8125,NaN,0.557387243723497,17,3.75,9.875
50.75,2,-1,-1,0,58,1,54.375,NaN,0.735158676048741,17,0.75,8
45.25,3,-1,-1,1,46.125,3,45.6875,NaN,0.382945803925395,17,-4.75,-3.875
52.25,2,-1,-1,0,44.875,3,48.5625,NaN,1.21380272344686,17,2.25,-5.125
47.5,3,-1,1,0,42.125,4,44.8125,NaN,1.88587963650934,17,-2.5,-7.875
51.875,2,-1,1,1,44.625,3,48.25,NaN,1.20376887847669,17,1.875,-5.375
48.25,3,-1,1,0,57.5,1,52.875,NaN,1.53061893000267,17,-1.75,7.5
45.875,3,-1,-1,1,58.625,1,52.25,NaN,2.0683068940416,17,-4.125,8.625
51.625,2,-1,1,1,52.25,2,51.9375,NaN,1.50602325261571,17,1.625,2.25
51.25,2,-1,1,1,61.25,1,56.25,NaN,1.05833638482727,17,1.25,11.25
52.125,2,-1,1,1,39.625,4,45.875,NaN,0.46927848411724,17,2.125,-10.375
55,2,-1,1,1,46.5,3,50.75,NaN,0.664453237317502,17,5,-3.5
53.375,2,-1,1,1,40.625,4,47,NaN,0.34838018217124,17,3.375,-9.375
47,3,-1,1,0,55.125,2,51.0625,NaN,0.477568944450468,17,-3,5.125
47.875,3,-1,1,0,57.625,1,52.75,NaN,0.902292889542878,17,-2.125,7.625
54.5,2,-1,-1,0,41.375,4,47.9375,NaN,3.03607980906963,17,4.5,-8.625
47.75,3,-1,1,0,54,2,50.875,NaN,3.18002600991167,17,-2.25,4
48,3,-1,-1,1,51.5,2,49.75,NaN,3.56360847665928,17,-2,1.5
54,2,-1,1,1,40.25,4,47.125,NaN,1.17315385607071,17,4,-9.75
44.375,3,-1,-1,1,61.125,1,52.75,NaN,2.54782991320826,17,-5.625,11.125
52.125,2,-1,-1,0,60.375,1,56.25,NaN,2.17358701955527,17,2.125,10.375
48.5,3,-1,-1,1,42.75,4,45.625,NaN,2.58892260096036,17,-1.5,-7.25
47.625,3,-1,-1,1,40.5,4,44.0625,NaN,1.00630705244839,17,-2.375,-9.5
48.5,3,-1,1,0,47.5,3,48,NaN,1.3454190006014,17,-1.5,-2.5
55.125,2,-1,1,1,44.75,3,49.9375,NaN,1.56001195125282,17,5.125,-5.25
54.625,2,-1,1,1,39.125,4,46.875,NaN,1.13956967322156,17,4.625,-10.875
50.625,2,-1,-1,0,59.375,1,55,NaN,2.74839625880122,17,0.625,9.375
44.5,3,-1,1,0,59.25,1,51.875,NaN,4.17415889422409,17,-5.5,9.25
46.125,3,-1,-1,1,60.625,1,53.375,NaN,1.21311311819591,17,-3.875,10.625
44.5,3,-1,-1,1,37.75,4,41.125,NaN,9.32026539254002,17,-5.5,-12.25
51.25,2,-1,1,1,58.25,1,54.75,NaN,4.35217176773585,17,1.25,8.25
51.25,2,-1,1,1,54.125,2,52.6875,NaN,8.01459948159754,17,1.25,4.125
50.25,2,-1,-1,0,59.75,1,55,NaN,2.2003632474225,17,0.25,9.75
53,2,-1,1,1,53,2,53,NaN,1.2913898320403,17,3,3
55.875,2,-1,1,1,37.5,4,46.6875,NaN,1.16078586829826,17,5.875,-12.5
53.75,2,-1,-1,0,45.375,3,49.5625,NaN,4.72222368791699,17,3.75,-4.625
55.25,2,-1,-1,0,62.875,1,59.0625,NaN,3.02730326890014,17,5.25,12.875
51.75,2,-1,1,1,38.625,4,45.1875,NaN,2.96065783314407,17,1.75,-11.375
52.75,2,-1,-1,0,57.375,1,55.0625,NaN,1.37614909536205,17,2.75,7.375
47.375,3,-1,1,0,40.375,4,43.875,NaN,1.01641361997463,17,-2.625,-9.625
52.125,2,-1,-1,0,53,2,52.5625,NaN,1.65544190583751,17,2.125,3
44.5,3,-1,-1,1,58.5,1,51.5,NaN,1.12155242590234,17,-5.5,8.5
52.125,2,-1,-1,0,57.5,1,54.8125,NaN,1.61897053406574,17,2.125,7.5
54.625,2,-1,1,1,47.375,3,51,NaN,1.21747027593665,17,4.625,-2.625
48.625,3,-1,-1,1,44.75,3,46.6875,NaN,1.75106078153476,17,-1.375,-5.25
48.25,3,-1,-1,1,45.5,3,46.875,NaN,1.2398951780051,17,-1.75,-4.5
47.25,3,-1,-1,1,48.75,3,48,NaN,1.29963444685563,17,-2.75,-1.25
47,3,-1,1,0,54.625,2,50.8125,NaN,1.22317076125182,17,-3,4.625
48.5,3,-1,1,0,58.125,1,53.3125,NaN,0.958272196352482,17,-1.5,8.125
45.625,3,-1,-1,1,53.5,2,49.5625,NaN,1.47698823735118,17,-4.375,3.5
50.625,2,-1,1,1,48.5,3,49.5625,NaN,2.07282551005483,17,0.625,-1.5
54.25,2,-1,1,1,44.5,3,49.375,NaN,1.17431276035495,17,4.25,-5.5
54.25,2,-1,-1,0,45,3,49.625,NaN,2.20822385651991,17,4.25,-5
46.875,3,-1,-1,1,51.75,2,49.3125,NaN,1.09541560406797,17,-3.125,1.75
48.25,3,-1,1,0,37.75,4,43,NaN,1.20312632410787,17,-1.75,-12.25
54.625,2,-1,1,1,42.375,4,48.5,NaN,1.48346945294179,17,4.625,-7.625
48.5,3,-1,-1,1,44.5,3,46.5,NaN,1.12760393461213,17,-1.5,-5.5
47,3,-1,-1,1,62,1,54.5,NaN,0.961039274698123,17,-3,12
48.625,3,-1,1,0,62.375,1,55.5,NaN,1.08143812231719,17,-1.375,12.375
52.25,2,-1,-1,0,42.75,4,47.5,NaN,1.72443415527232,17,2.25,-7.25
54.125,2,-1,-1,0,62.75,1,58.4375,NaN,1.27115704491735,17,4.125,12.75
52.625,2,-1,1,1,60,1,56.3125,NaN,1.17938280035742,17,2.625,10
50.875,2,-1,1,1,45.375,3,48.125,NaN,1.05955901136622,17,0.875,-4.625
45.5,3,-1,1,0,51.875,2,48.6875,NaN,1.04862080956809,17,-4.5,1.875
47.625,3,-1,1,0,57.625,1,52.625,NaN,2.05453469278291,17,-2.375,7.625
45,3,-1,-1,1,47.375,3,46.1875,NaN,1.15579072292894,17,-5,-2.625
44.875,3,-1,-1,1,40.125,4,42.5,NaN,1.58137438003905,17,-5.125,-9.875
52.25,2,-1,-1,0,52.125,2,52.1875,NaN,1.26917372643948,17,2.25,2.125
51.875,2,-1,-1,0,39.125,4,45.5,NaN,1.3029349388089,17,1.875,-10.875
53.25,2,-1,1,1,53.125,2,53.1875,NaN,1.88246776163578,17,3.25,3.125
44.125,3,-1,1,0,59.375,1,51.75,NaN,1.14683779794723,17,-5.875,9.375
47.375,3,-1,-1,1,38.75,4,43.0625,NaN,1.72445548372343,17,-2.625,-11.25
44.75,3,-1,-1,1,52.25,2,48.5,NaN,1.73684733896516,17,-5.25,2.25
45.625,3,-1,-1,1,55.5,2,50.5625,NaN,1.37630716664717,17,-4.375,5.5
55.125,2,-1,1,1,61.75,1,58.4375,NaN,1.12854193290696,17,5.125,11.75
45.125,3,-1,1,0,53.5,2,49.3125,NaN,1.19974913191982,17,-4.875,3.5
48.625,3,-1,-1,1,60.5,1,54.5625,NaN,0.935351346153766,17,-1.375,10.5
53.875,2,-1,1,1,59.125,1,56.5,NaN,1.77611463074572,17,3.875,9.125
54.625,2,-1,-1,0,41.875,4,48.25,NaN,1.20131834410131,17,4.625,-8.125
52.75,2,-1,-1,0,37.625,4,45.1875,NaN,1.286206753226,17,2.75,-12.375
45.75,3,-1,-1,1,51.625,2,48.6875,NaN,1.20302566234022,17,-4.25,1.625
51.75,2,-1,-1,0,44.5,3,48.125,NaN,1.19462475227192,17,1.75,-5.5
53,2,-1,-1,0,42.125,4,47.5625,NaN,1.30603947793134,17,3,-7.875
46,3,-1,-1,1,52.625,2,49.3125,NaN,1.24065536842681,17,-4,2.625
53.5,2,-1,1,1,54.625,2,54.0625,NaN,0.99322774913162,17,3.5,4.625
45.875,3,-1,1,0,45.375,3,45.625,NaN,1.16922982712276,17,-4.125,-4.625
54.25,2,-1,1,1,45.25,3,49.75,NaN,1.60358409886248,17,4.25,-4.75
51,2,-1,-1,0,53.5,2,52.25,NaN,1.31269814469852,17,1,3.5
53,2,-1,1,1,52.75,2,52.875,NaN,0.307673513423651,17,3,2.75
44.875,3,-1,1,0,57.125,1,51,NaN,3.00656748120673,17,-5.125,7.125
45.125,3,-1,1,0,59.875,1,52.5,NaN,0.87178497062996,17,-4.875,9.875
47.125,3,-1,-1,1,59.25,1,53.1875,NaN,0.378638344351202,17,-2.875,9.25
51,2,-1,1,1,54.625,2,52.8125,NaN,0.711779019795358,17,1,4.625
46.875,3,-1,1,0,54.5,2,50.6875,NaN,0.376300814095885,17,-3.125,4.5
53.125,2,-1,1,1,58.5,1,55.8125,NaN,0.984541129553691,17,3.125,8.5
50.5,2,-1,1,1,46.125,3,48.3125,NaN,3.9137872911524,17,0.5,-3.875
53.25,2,-1,1,1,44.375,3,48.8125,NaN,0.761116996174678,17,3.25,-5.625
55.625,2,-1,1,1,57.25,1,56.4375,NaN,1.30488344025798,17,5.625,7.25
48.75,3,1,1,0,44.375,3,46.5625,55,2.94461032649661,17,-1.25,-5.625
48.375,3,1,1,0,47.875,3,48.125,62,2.46630039750863,17,-1.625,-2.125
54.5,2,0,NaN,0,41.125,4,47.8125,59,1.96651081564645,17,4.5,-8.875
45.375,3,1,1,0,41.625,4,43.5,50,2.61676421708256,17,-4.625,-8.375
47.5,3,1,1,0,38.625,4,43.0625,50,1.51635267505058,17,-2.5,-11.375
47.75,3,1,1,0,57.5,1,52.625,59,1.84987901693974,17,-2.25,7.5
52,2,0,NaN,0,39.5,4,45.75,60,1.7998053616059,17,2,-10.5
46.625,3,1,-1,1,38.375,4,42.5,36,1.34956942992026,17,-3.375,-11.625
47.5,3,0,NaN,0,47.875,3,47.6875,51,1.34959535565518,17,-2.5,-2.125
47.25,3,1,-1,1,41.375,4,44.3125,36,1.29955530209862,17,-2.75,-8.625
48.625,3,0,NaN,0,42.375,4,45.5,50,1.08288858769389,17,-1.375,-7.625
52.25,2,1,1,1,39.25,4,45.75,54,2.14998966556909,17,2.25,-10.75
51.625,2,0,NaN,0,48.375,3,50,52,1.24954465029555,17,1.625,-1.625
54.75,2,1,1,1,47.25,3,51,50,1.13287884317848,17,4.75,-2.75
46.75,3,0,NaN,0,47.75,3,47.25,46,1.43298351132622,17,-3.25,-2.25
53.25,2,1,1,1,58.75,1,56,55,1.43299142103384,17,3.25,8.75
44.25,3,1,-1,1,48.25,3,46.25,56,1.36628234220653,17,-5.75,-1.75
46.875,3,0,NaN,0,39.875,4,43.375,46,1.69976333439124,17,-3.125,-10.125
53.375,2,1,1,1,42,4,47.6875,53,1.09946182131947,17,3.375,-8
55.375,2,0,NaN,0,37.625,4,46.5,45,1.23289021898679,17,5.375,-12.375
47,3,0,NaN,0,46.5,3,46.75,42,0.849426587852581,17,-3,-3.5
52.375,2,0,NaN,0,54.5,2,53.4375,59,1.59970010314595,17,2.375,4.5
53.375,2,0,NaN,0,38,4,45.6875,46,1.21628244138533,17,3.375,-12
54.625,2,1,1,1,58,1,56.3125,47,1.3162192744079,17,4.625,8
44.625,3,0,NaN,0,47.375,3,46,45,0.882772444162336,17,-5.375,-2.625
54.875,2,0,NaN,0,58.375,1,56.625,53,1.21622541357559,17,4.875,8.375
51.125,2,1,-1,0,54.625,2,52.875,43,1.01615977704606,17,1.125,4.625
55.875,2,0,NaN,0,58.5,1,57.1875,59,1.53300589637799,17,5.875,8.5
47.25,3,1,-1,1,54,2,50.625,45,0.982794566191931,17,-2.75,4
51.25,2,1,1,1,58.875,1,55.0625,50,0.882721262744476,17,1.25,8.875
45.5,3,1,-1,1,59.25,1,52.375,57,1.39957874320625,17,-4.5,9.25
48.75,3,0,NaN,0,54,2,51.375,55,1.14957010949339,17,-1.25,4
45.125,3,0,NaN,0,48.75,3,46.9375,54,1.1995736152656,17,-4.875,-1.25
51.75,2,1,1,1,45.5,3,48.625,45,0.949468813424842,17,1.75,-4.5
53.75,2,1,1,1,53.125,2,53.4375,52,2.21659383306224,17,3.75,3.125
46.375,3,1,1,0,46.875,3,46.625,57,1.23289911016781,17,-3.625,-3.125
55.25,2,1,1,1,55.625,2,55.4375,65,1.6663454841909,17,5.25,5.625
47.5,3,1,-1,1,51.375,2,49.4375,47,0.799416903241163,17,-2.5,1.375
48.5,3,0,NaN,0,42.125,4,45.3125,48,0.999484339667553,17,-1.5,-7.875
44.75,3,0,NaN,0,40.375,4,42.5625,45,0.882756952433848,17,-5.25,-9.625
51.125,2,1,-1,0,57.625,1,54.375,60,0.849431353195541,17,1.125,7.625
53.625,2,1,1,1,46.625,3,50.125,55,1.04952739318443,17,3.625,-3.375
48,3,0,NaN,0,46.375,3,47.1875,51,1.76636776490657,17,-2,-3.625
53.25,2,0,NaN,0,53.5,2,53.375,61,2.24994384020312,17,3.25,3.5
54.625,2,0,NaN,0,58.75,1,56.6875,57,1.08285667155949,17,4.625,8.75
55.375,2,1,1,1,47.125,3,51.25,61,2.1999396945293,17,5.375,-2.875
47.25,3,1,-1,1,44.75,3,46,61,1.81642708890388,17,-2.75,-5.25
51.5,2,0,NaN,0,42.25,4,46.875,58,2.09990760026977,17,1.5,-7.75
52.875,2,1,-1,0,62.5,1,57.6875,58,2.26657636251835,17,2.875,12.5
54.625,2,0,NaN,0,37.25,4,45.9375,52,8.30219675090253,17,4.625,-12.75
45.5,3,1,1,0,40.5,4,43,48,3.76717477764113,17,-4.5,-9.5
44.375,3,1,1,0,37.625,4,41,51,2.96684781013211,17,-5.625,-12.375
44.5,3,0,NaN,0,40.625,4,42.5625,51,2.60007293608918,17,-5.5,-9.375
54.125,2,1,1,1,53.5,2,53.8125,51,3.15028074027056,17,4.125,3.5
46.875,3,1,-1,1,61.5,1,54.1875,51,2.31656636053477,17,-3.125,11.5
48.625,3,1,-1,1,38.125,4,43.375,44,2.46666577736343,17,-1.375,-11.875
54.125,2,0,NaN,0,55.75,2,54.9375,51,1.38295461062403,17,4.125,5.75
48,3,1,-1,1,52.25,2,50.125,52,1.14952609394216,17,-2,2.25
54.375,2,1,1,1,54.375,2,54.375,56,2.48334675367953,17,4.375,4.375
51,2,0,NaN,0,47.75,3,49.375,51,2.06648264847066,17,1,-2.25
55.25,2,0,NaN,0,51,2,53.125,53,1.23289521759829,17,5.25,1
47.625,3,1,1,0,59.375,1,53.5,56,0.882728532550482,17,-2.375,9.375
47.75,3,0,NaN,0,46.625,3,47.1875,52,1.14948811361923,17,-2.25,-3.375
51.75,2,1,1,1,55,2,53.375,55,2.33334727456659,17,1.75,5
52,2,0,NaN,0,58.875,1,55.4375,46,2.83341932796445,17,2,8.875
47.125,3,0,NaN,0,42.5,4,44.8125,55,1.71639148331813,17,-2.875,-7.5
44.625,3,1,-1,1,46.125,3,45.375,50,1.7830853929464,17,-5.375,-3.875
55.25,2,0,NaN,0,48.125,3,51.6875,47,8.20214347720871,17,5.25,-1.875
45.875,3,0,NaN,0,38.875,4,42.375,43,2.1832551969691,17,-4.125,-11.125
48.75,3,0,NaN,0,54.125,2,51.4375,46,1.1995123180069,17,-1.25,4.125
51.875,2,0,NaN,0,41.375,4,46.625,49,1.03287894235728,17,1.875,-8.625
46,3,1,1,0,60.625,1,53.3125,54,1.43294432102194,17,-4,10.625
54.25,2,1,-1,0,53.75,2,54,49,1.11619630459793,17,4.25,3.75
53.125,2,0,NaN,0,60.875,1,57,55,0.91605444400365,17,3.125,10.875
52.875,2,0,NaN,0,47.375,3,50.125,47,0.665991262347761,17,2.875,-2.625
54.625,2,1,1,1,50.875,2,52.75,44,0.832713125322331,17,4.625,0.875
51.25,2,0,NaN,0,62.875,1,57.0625,56,0.999398371484112,17,1.25,12.875
50.75,2,1,1,1,48.25,3,49.5,55,2.36663294402349,17,0.75,-1.75
45.875,3,0,NaN,0,50.5,2,48.1875,54,0.966138711469036,17,-4.125,0.5
47.25,3,1,1,0,59.125,1,53.1875,51,1.51636127861308,17,-2.75,9.125
45.25,3,1,-1,1,46.875,3,46.0625,55,1.3329440433213,17,-4.75,-3.125
50.5,2,0,NaN,0,48.75,3,49.625,51,1.23284291069941,17,0.5,-1.25
47.125,3,0,NaN,0,61.375,1,54.25,54,1.11614102749236,17,-2.875,11.375
45.5,3,0,NaN,0,53.25,2,49.375,48,0.949445957472131,17,-4.5,3.25
45.5,3,1,-1,1,57.125,1,51.3125,57,0.866058763438727,17,-4.5,7.125
51.25,2,1,1,1,58.125,1,54.6875,50,0.799407689133971,17,1.25,8.125
54.125,2,0,NaN,0,50.5,2,52.3125,53,2.2999712032372,17,4.125,0.5
45.875,3,0,NaN,0,61.125,1,53.5,59,1.91646676042369,17,-4.125,11.125
44.75,3,0,NaN,0,58.125,1,51.4375,55,5.05093478478201,17,-5.25,8.125
45.75,3,1,1,0,50.375,2,48.0625,57,2.71680495497283,17,-4.25,0.375
54,2,1,1,1,39.5,4,46.75,52,2.4166283921133,17,4,-10.5
54.125,2,1,-1,0,51.25,2,52.6875,61,2.70012281786805,17,4.125,1.25
46.125,3,1,-1,1,59.75,1,52.9375,55,2.5667423334788,17,-3.875,9.75
52.125,2,1,-1,0,55.25,2,53.6875,47,2.34996779188321,17,2.125,5.25
47.625,3,0,NaN,0,57.75,1,52.6875,49,3.53370828023962,17,-2.375,7.75
50.375,2,0,NaN,0,46,3,48.1875,48,3.03353687467767,17,0.375,-4
48.125,3,1,1,0,57.125,1,52.625,45,2.01646050700202,17,-1.875,7.125
55,2,1,1,1,41.25,4,48.125,56,2.33326203038838,17,5,-8.75
48.375,3,1,1,0,45,3,46.6875,56,0.882716904034594,17,-1.625,-5
45.5,3,0,NaN,0,53.375,2,49.4375,58,1.81642305193002,17,-4.5,3.375
54,2,0,NaN,0,45,3,49.5,45,1.79973495457611,17,4,-5
54.5,2,0,NaN,0,46.75,3,50.625,43,1.71634941682866,17,4.5,-3.25
47.25,3,0,NaN,0,45.375,3,46.3125,54,1.69975192922601,17,-2.75,-4.625
53.125,2,0,NaN,0,40.75,4,46.9375,47,0.866112146625937,17,3.125,-9.25
44.375,3,1,-1,1,50.125,2,47.25,53,2.55004981751101,17,-5.625,0.125
48.25,3,1,1,0,44.625,3,46.4375,54,1.13282521204427,17,-1.75,-5.375
55.125,2,0,NaN,0,38.25,4,46.6875,38,1.51635186138771,17,5.125,-11.75
48.5,3,0,NaN,0,57.375,1,52.9375,49,2.29995458602769,17,-1.5,7.375
50.25,2,0,NaN,0,58,1,54.125,58,1.86653226762407,17,0.25,8
50.625,2,0,NaN,0,61.875,1,56.25,58,0.782753729122863,17,0.625,11.875
45,3,0,NaN,0,42.875,4,43.9375,52,1.83310563533939,17,-5,-7.125
46.125,3,0,NaN,0,44.125,3,45.125,48,1.54967874479311,17,-3.875,-5.875
47.25,3,1,-1,1,59.875,1,53.5625,65,1.94982108144563,17,-2.75,9.875
